Sample in Buffer,Sample in Window,TRIGGER,sc_interrupt_sys/inst[31:0],sc_interrupt_sys/pc[31:0],sc_interrupt_sys/SI_ClkIn,sc_interrupt_sys/SI_Reset_N,sc_interrupt_sys/lock,sc_interrupt_sys/counter[26:0],sc_interrupt_sys/IO_Switch[15:0],sc_interrupt_sys/IO_LED[15:0],sc_interrupt_sys/dbg_imem_cs,sc_interrupt_sys/dbg_imem_we,sc_interrupt_sys/dbg_imem_addr[31:0],sc_interrupt_sys/dbg_imem_din[31:0],sc_interrupt_sys/dbg_dmem_cs,sc_interrupt_sys/dbg_dmem_we,sc_interrupt_sys/dbg_dmem_addr[31:0],sc_interrupt_sys/dbg_dmem_din[31:0],sc_interrupt_sys/dbg_halt_cpu,sc_interrupt_sys/IO_7SEGEN_N[7:0],sc_interrupt_sys/IO_7SEG_N[6:0],sc_interrupt_sys/intr
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
987,987,0,00038067,0000001c,0,1,1,323b129,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
988,988,0,00000013,00000024,1,1,1,323b12a,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
989,989,0,00000013,00000024,0,1,1,323b12a,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
990,990,0,30200073,00000028,1,1,1,323b12b,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
991,991,0,30200073,00000028,0,1,1,323b12b,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
992,992,0,00552823,000000fc,1,1,1,323b12c,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
993,993,0,00552823,000000fc,0,1,1,323b12c,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
994,994,0,34202373,00000008,1,1,1,323b12d,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
995,995,0,34202373,00000008,0,1,1,323b12d,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
996,996,0,00f37393,0000000c,1,1,1,323b12e,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
997,997,0,00f37393,0000000c,0,1,1,323b12e,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
998,998,0,02000e13,00000010,1,1,1,323b12f,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
999,999,0,02000e13,00000010,0,1,1,323b12f,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1000,1000,0,01c383b3,00000014,1,1,1,323b130,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1001,1001,0,01c383b3,00000014,0,1,1,323b130,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1002,1002,0,0003a383,00000018,1,1,1,323b131,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1003,1003,0,0003a383,00000018,0,1,1,323b131,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1004,1004,0,00038067,0000001c,1,1,1,323b132,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1005,1005,0,00038067,0000001c,0,1,1,323b132,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1006,1006,0,00000013,00000024,1,1,1,323b133,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1007,1007,0,00000013,00000024,0,1,1,323b133,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1008,1008,0,30200073,00000028,1,1,1,323b134,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1009,1009,0,30200073,00000028,0,1,1,323b134,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1010,1010,0,00552823,000000fc,1,1,1,323b135,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1011,1011,0,00552823,000000fc,0,1,1,323b135,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1012,1012,0,34202373,00000008,1,1,1,323b136,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1013,1013,0,34202373,00000008,0,1,1,323b136,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1014,1014,0,00f37393,0000000c,1,1,1,323b137,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1015,1015,0,00f37393,0000000c,0,1,1,323b137,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1016,1016,0,02000e13,00000010,1,1,1,323b138,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1017,1017,0,02000e13,00000010,0,1,1,323b138,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1018,1018,0,01c383b3,00000014,1,1,1,323b139,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1019,1019,0,01c383b3,00000014,0,1,1,323b139,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1020,1020,0,0003a383,00000018,1,1,1,323b13a,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1021,1021,0,0003a383,00000018,0,1,1,323b13a,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1022,1022,0,00038067,0000001c,1,1,1,323b13b,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
1023,1023,0,00038067,0000001c,0,1,1,323b13b,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
