Sample in Buffer,Sample in Window,TRIGGER,cpu/inst[31:0],cpu/pc[31:0],cpu/clk,cpu/SI_Reset_N,cpu/lock,cpu/counter[26:0],cpu/IO_Switch[15:0],cpu/IO_LED[15:0],cpu/dbg_resetn_cpu,cpu/dbg_imem_we,cpu/dbg_imem_addr[31:0],cpu/dbg_imem_din[31:0],cpu/dbg_dmem_ce,cpu/wpcir,cpu/dbg_dmem_addr[31:0],cpu/dbg_dmem_din[31:0],cpu/dbg_halt_cpu,cpu/IO_7SEGEN_N[7:0],cpu/IO_7SEG_N[6:0],cpu/npc[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
779,779,0,0005a283,0000001c,1,1,1,0bc02ec,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
780,780,0,0005a283,0000001c,0,1,1,0bc02ec,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
781,781,0,00552023,00000020,1,1,1,0bc02ed,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
782,782,0,00552023,00000020,0,1,1,0bc02ed,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
783,783,0,00552023,00000020,1,1,1,0bc02ee,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
784,784,0,00552023,00000020,0,1,1,0bc02ee,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
785,785,0,00552823,00000024,1,1,1,0bc02ef,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
786,786,0,00552823,00000024,0,1,1,0bc02ef,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
787,787,0,ff5ff06f,00000028,1,1,1,0bc02f0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
788,788,0,ff5ff06f,00000028,0,1,1,0bc02f0,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
789,789,0,00000000,00000018,1,1,1,0bc02f1,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
790,790,0,00000000,00000018,0,1,1,0bc02f1,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
791,791,0,0005a283,0000001c,1,1,1,0bc02f2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
792,792,0,0005a283,0000001c,0,1,1,0bc02f2,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
793,793,0,00552023,00000020,1,1,1,0bc02f3,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
794,794,0,00552023,00000020,0,1,1,0bc02f3,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
795,795,0,00552023,00000020,1,1,1,0bc02f4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
796,796,0,00552023,00000020,0,1,1,0bc02f4,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
797,797,0,00552823,00000024,1,1,1,0bc02f5,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
798,798,0,00552823,00000024,0,1,1,0bc02f5,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
799,799,0,ff5ff06f,00000028,1,1,1,0bc02f6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
800,800,0,ff5ff06f,00000028,0,1,1,0bc02f6,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
801,801,0,00000000,00000018,1,1,1,0bc02f7,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
802,802,0,00000000,00000018,0,1,1,0bc02f7,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
803,803,0,0005a283,0000001c,1,1,1,0bc02f8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
804,804,0,0005a283,0000001c,0,1,1,0bc02f8,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
805,805,0,00552023,00000020,1,1,1,0bc02f9,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
806,806,0,00552023,00000020,0,1,1,0bc02f9,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
807,807,0,00552023,00000020,1,1,1,0bc02fa,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
808,808,0,00552023,00000020,0,1,1,0bc02fa,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
809,809,0,00552823,00000024,1,1,1,0bc02fb,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
810,810,0,00552823,00000024,0,1,1,0bc02fb,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
811,811,0,ff5ff06f,00000028,1,1,1,0bc02fc,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
812,812,0,ff5ff06f,00000028,0,1,1,0bc02fc,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
813,813,0,00000000,00000018,1,1,1,0bc02fd,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
814,814,0,00000000,00000018,0,1,1,0bc02fd,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
815,815,0,0005a283,0000001c,1,1,1,0bc02fe,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
816,816,0,0005a283,0000001c,0,1,1,0bc02fe,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
817,817,0,00552023,00000020,1,1,1,0bc02ff,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
818,818,0,00552023,00000020,0,1,1,0bc02ff,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
819,819,0,00552023,00000020,1,1,1,0bc0300,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
820,820,0,00552023,00000020,0,1,1,0bc0300,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
821,821,0,00552823,00000024,1,1,1,0bc0301,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
822,822,0,00552823,00000024,0,1,1,0bc0301,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
823,823,0,ff5ff06f,00000028,1,1,1,0bc0302,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
824,824,0,ff5ff06f,00000028,0,1,1,0bc0302,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
825,825,0,00000000,00000018,1,1,1,0bc0303,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
826,826,0,00000000,00000018,0,1,1,0bc0303,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
827,827,0,0005a283,0000001c,1,1,1,0bc0304,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
828,828,0,0005a283,0000001c,0,1,1,0bc0304,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
829,829,0,00552023,00000020,1,1,1,0bc0305,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
830,830,0,00552023,00000020,0,1,1,0bc0305,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
831,831,0,00552023,00000020,1,1,1,0bc0306,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
832,832,0,00552023,00000020,0,1,1,0bc0306,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
833,833,0,00552823,00000024,1,1,1,0bc0307,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
834,834,0,00552823,00000024,0,1,1,0bc0307,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
835,835,0,ff5ff06f,00000028,1,1,1,0bc0308,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
836,836,0,ff5ff06f,00000028,0,1,1,0bc0308,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
837,837,0,00000000,00000018,1,1,1,0bc0309,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
838,838,0,00000000,00000018,0,1,1,0bc0309,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
839,839,0,0005a283,0000001c,1,1,1,0bc030a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
840,840,0,0005a283,0000001c,0,1,1,0bc030a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
841,841,0,00552023,00000020,1,1,1,0bc030b,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
842,842,0,00552023,00000020,0,1,1,0bc030b,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
843,843,0,00552023,00000020,1,1,1,0bc030c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
844,844,0,00552023,00000020,0,1,1,0bc030c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
845,845,0,00552823,00000024,1,1,1,0bc030d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
846,846,0,00552823,00000024,0,1,1,0bc030d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
847,847,0,ff5ff06f,00000028,1,1,1,0bc030e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
848,848,0,ff5ff06f,00000028,0,1,1,0bc030e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
849,849,0,00000000,00000018,1,1,1,0bc030f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
850,850,0,00000000,00000018,0,1,1,0bc030f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
851,851,0,0005a283,0000001c,1,1,1,0bc0310,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
852,852,0,0005a283,0000001c,0,1,1,0bc0310,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
853,853,0,00552023,00000020,1,1,1,0bc0311,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
854,854,0,00552023,00000020,0,1,1,0bc0311,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
855,855,0,00552023,00000020,1,1,1,0bc0312,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
856,856,0,00552023,00000020,0,1,1,0bc0312,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
857,857,0,00552823,00000024,1,1,1,0bc0313,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
858,858,0,00552823,00000024,0,1,1,0bc0313,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
859,859,0,ff5ff06f,00000028,1,1,1,0bc0314,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
860,860,0,ff5ff06f,00000028,0,1,1,0bc0314,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
861,861,0,00000000,00000018,1,1,1,0bc0315,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
862,862,0,00000000,00000018,0,1,1,0bc0315,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
863,863,0,0005a283,0000001c,1,1,1,0bc0316,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
864,864,0,0005a283,0000001c,0,1,1,0bc0316,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
865,865,0,00552023,00000020,1,1,1,0bc0317,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
866,866,0,00552023,00000020,0,1,1,0bc0317,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
867,867,0,00552023,00000020,1,1,1,0bc0318,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
868,868,0,00552023,00000020,0,1,1,0bc0318,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
869,869,0,00552823,00000024,1,1,1,0bc0319,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
870,870,0,00552823,00000024,0,1,1,0bc0319,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
871,871,0,ff5ff06f,00000028,1,1,1,0bc031a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
872,872,0,ff5ff06f,00000028,0,1,1,0bc031a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
873,873,0,00000000,00000018,1,1,1,0bc031b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
874,874,0,00000000,00000018,0,1,1,0bc031b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
875,875,0,0005a283,0000001c,1,1,1,0bc031c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
876,876,0,0005a283,0000001c,0,1,1,0bc031c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
877,877,0,00552023,00000020,1,1,1,0bc031d,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
878,878,0,00552023,00000020,0,1,1,0bc031d,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
879,879,0,00552023,00000020,1,1,1,0bc031e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
880,880,0,00552023,00000020,0,1,1,0bc031e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
881,881,0,00552823,00000024,1,1,1,0bc031f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
882,882,0,00552823,00000024,0,1,1,0bc031f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
883,883,0,ff5ff06f,00000028,1,1,1,0bc0320,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
884,884,0,ff5ff06f,00000028,0,1,1,0bc0320,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
885,885,0,00000000,00000018,1,1,1,0bc0321,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
886,886,0,00000000,00000018,0,1,1,0bc0321,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
887,887,0,0005a283,0000001c,1,1,1,0bc0322,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
888,888,0,0005a283,0000001c,0,1,1,0bc0322,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
889,889,0,00552023,00000020,1,1,1,0bc0323,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
890,890,0,00552023,00000020,0,1,1,0bc0323,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
891,891,0,00552023,00000020,1,1,1,0bc0324,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
892,892,0,00552023,00000020,0,1,1,0bc0324,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
893,893,0,00552823,00000024,1,1,1,0bc0325,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
894,894,0,00552823,00000024,0,1,1,0bc0325,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
895,895,0,ff5ff06f,00000028,1,1,1,0bc0326,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
896,896,0,ff5ff06f,00000028,0,1,1,0bc0326,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
897,897,0,00000000,00000018,1,1,1,0bc0327,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
898,898,0,00000000,00000018,0,1,1,0bc0327,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
899,899,0,0005a283,0000001c,1,1,1,0bc0328,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
900,900,0,0005a283,0000001c,0,1,1,0bc0328,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
901,901,0,00552023,00000020,1,1,1,0bc0329,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
902,902,0,00552023,00000020,0,1,1,0bc0329,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
903,903,0,00552023,00000020,1,1,1,0bc032a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
904,904,0,00552023,00000020,0,1,1,0bc032a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
905,905,0,00552823,00000024,1,1,1,0bc032b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
906,906,0,00552823,00000024,0,1,1,0bc032b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
907,907,0,ff5ff06f,00000028,1,1,1,0bc032c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
908,908,0,ff5ff06f,00000028,0,1,1,0bc032c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
909,909,0,00000000,00000018,1,1,1,0bc032d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
910,910,0,00000000,00000018,0,1,1,0bc032d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
911,911,0,0005a283,0000001c,1,1,1,0bc032e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
912,912,0,0005a283,0000001c,0,1,1,0bc032e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
913,913,0,00552023,00000020,1,1,1,0bc032f,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
914,914,0,00552023,00000020,0,1,1,0bc032f,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
915,915,0,00552023,00000020,1,1,1,0bc0330,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
916,916,0,00552023,00000020,0,1,1,0bc0330,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
917,917,0,00552823,00000024,1,1,1,0bc0331,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
918,918,0,00552823,00000024,0,1,1,0bc0331,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
919,919,0,ff5ff06f,00000028,1,1,1,0bc0332,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
920,920,0,ff5ff06f,00000028,0,1,1,0bc0332,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
921,921,0,00000000,00000018,1,1,1,0bc0333,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
922,922,0,00000000,00000018,0,1,1,0bc0333,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
923,923,0,0005a283,0000001c,1,1,1,0bc0334,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
924,924,0,0005a283,0000001c,0,1,1,0bc0334,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
925,925,0,00552023,00000020,1,1,1,0bc0335,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
926,926,0,00552023,00000020,0,1,1,0bc0335,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
927,927,0,00552023,00000020,1,1,1,0bc0336,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
928,928,0,00552023,00000020,0,1,1,0bc0336,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
929,929,0,00552823,00000024,1,1,1,0bc0337,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
930,930,0,00552823,00000024,0,1,1,0bc0337,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
931,931,0,ff5ff06f,00000028,1,1,1,0bc0338,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
932,932,0,ff5ff06f,00000028,0,1,1,0bc0338,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
933,933,0,00000000,00000018,1,1,1,0bc0339,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
934,934,0,00000000,00000018,0,1,1,0bc0339,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
935,935,0,0005a283,0000001c,1,1,1,0bc033a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
936,936,0,0005a283,0000001c,0,1,1,0bc033a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
937,937,0,00552023,00000020,1,1,1,0bc033b,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
938,938,0,00552023,00000020,0,1,1,0bc033b,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
939,939,0,00552023,00000020,1,1,1,0bc033c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
940,940,0,00552023,00000020,0,1,1,0bc033c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
941,941,0,00552823,00000024,1,1,1,0bc033d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
942,942,0,00552823,00000024,0,1,1,0bc033d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
943,943,0,ff5ff06f,00000028,1,1,1,0bc033e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
944,944,0,ff5ff06f,00000028,0,1,1,0bc033e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
945,945,0,00000000,00000018,1,1,1,0bc033f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
946,946,0,00000000,00000018,0,1,1,0bc033f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
947,947,0,0005a283,0000001c,1,1,1,0bc0340,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
948,948,0,0005a283,0000001c,0,1,1,0bc0340,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
949,949,0,00552023,00000020,1,1,1,0bc0341,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
950,950,0,00552023,00000020,0,1,1,0bc0341,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
951,951,0,00552023,00000020,1,1,1,0bc0342,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
952,952,0,00552023,00000020,0,1,1,0bc0342,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
953,953,0,00552823,00000024,1,1,1,0bc0343,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
954,954,0,00552823,00000024,0,1,1,0bc0343,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
955,955,0,ff5ff06f,00000028,1,1,1,0bc0344,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
956,956,0,ff5ff06f,00000028,0,1,1,0bc0344,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
957,957,0,00000000,00000018,1,1,1,0bc0345,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
958,958,0,00000000,00000018,0,1,1,0bc0345,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
959,959,0,0005a283,0000001c,1,1,1,0bc0346,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
960,960,0,0005a283,0000001c,0,1,1,0bc0346,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
961,961,0,00552023,00000020,1,1,1,0bc0347,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
962,962,0,00552023,00000020,0,1,1,0bc0347,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
963,963,0,00552023,00000020,1,1,1,0bc0348,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
964,964,0,00552023,00000020,0,1,1,0bc0348,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
965,965,0,00552823,00000024,1,1,1,0bc0349,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
966,966,0,00552823,00000024,0,1,1,0bc0349,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
967,967,0,ff5ff06f,00000028,1,1,1,0bc034a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
968,968,0,ff5ff06f,00000028,0,1,1,0bc034a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
969,969,0,00000000,00000018,1,1,1,0bc034b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
970,970,0,00000000,00000018,0,1,1,0bc034b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
971,971,0,0005a283,0000001c,1,1,1,0bc034c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
972,972,0,0005a283,0000001c,0,1,1,0bc034c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
973,973,0,00552023,00000020,1,1,1,0bc034d,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
974,974,0,00552023,00000020,0,1,1,0bc034d,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
975,975,0,00552023,00000020,1,1,1,0bc034e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
976,976,0,00552023,00000020,0,1,1,0bc034e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
